Kermit FacilityID,Operator,KERMIT Status,Kermit Facility Name,Kermit Facility Type Code,Survey Date,Survey Method,Submission Survey ID - Operator,Unique Survey ID - BIL Generate,Survey Type,Survey Sequence1,Number of Surveys Submitted Per Facility,Number Surveys Required Proation/Days Active,Days Between Surveys,Ambient Temp C,Wind Speed MS,Precipitation,Detection Instr Make,Emitting Device Ind,FLIR Instr Model,Stor Controlled Ind,Stor Uncontrolled Ind,Fac Pressurized Days,Leak Detection Ind,Leak Unique ID - Operator,Leak ID Unique _ BCOGC,Leak H2S Ind,Leak Building Ind,Leak Building Det Ind,Process Block,Process Block Other,Leaking Comp,Leaking Comp Other,Leaking Service,Leaking Service Other,Leak Quant Method,Leak Rate CMH,Leak rate gps,leakrate m3/year,,sum leaks,Leak Repaired Ind,Non Meas Reason,Non Meas Reason Other,Repair Date,Sum of Days Detection and Repair,Same Day Detection and Repair,Repair Confirmation,Repair Applied,Repair Other,Repair Delay,Delay Other,Turn Around Ind,Turn Around Date
7452,Veresen Midstream General Partner Inc.,Active,VMGPI SWANLAKE A-029-H/093-P-09 002,CS,13-Sep-20,QOGI,20361,7452-2-2020,Internal,2,2,3,127,6,1.666666667,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,VM-00708,7452-VM-00708-Comp--PSeal--9/19/2020,NO,YES,YES,Comp,,PSeal,,NGas,,QOGI,7.2,89.4,63072,89.4,,YES,Other,Measurement was completed.,19-Sep-20,6,NO,STest,Tighten,,NTSIF,,YES,2020-10-15
7600,Veresen Midstream General Partner Inc.,Active,VMGPI SWAN LAKE D-033-I/093-P-08 001,CS,21-May-20,QOGI,18506,7600-2-2020,Internal,2,3,3,72,5,6.388888889,LRain,FLIR,NO,GF320/GFx320,YES,NO,366,YES,VM-8280-200521-1006,7600-VM-8280-200521-1006-Other-Tubing-Connector--8/6/2020,NO,YES,YES,Other,Tubing,Connector,,NGas,,QOGI,7.2,89.4,63072,89.4,,YES,Other,Measurement was completed.,06-Aug-20,77,NO,STest,Tighten,,WFSE,,YES,2020-06-14
7600,Veresen Midstream General Partner Inc.,Active,VMGPI SWAN LAKE D-033-I/093-P-08 001,CS,21-May-20,QOGI,18506,7600-2-2020,Internal,2,3,3,72,5,6.388888889,LRain,FLIR,NO,GF320/GFx320,YES,NO,366,YES,VM-8280-200521-910,7600-VM-8280-200521-910-Other-Piping-Connector--8/10/2020,NO,YES,YES,Other,Piping,Connector,,NGas,,QOGI,7.2,89.4,63072,89.4,,YES,Other,Measurement was completed.,10-Aug-20,81,NO,STest,Clean,,WFSE,,YES,2020-06-12
7778,PETRONAS Energy Canada Ltd.,Active,PETRONAS FARRELLCREEKWEST B-088-I/094-B-01 001,GP,23-Jul-20,QOGI,KCYZ6XUFTG4,7778-1-2020,TParty,1,3,3,,13,1.17,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,366,YES,2415,7778-2415-Tankage--Connector--,NO,NO,YES,Tankage,,Connector,,LLiquid,,QOGI,7.2,89.4,63072,89.4,,NO,,,,,NO,,,,NTSIF,,YES,2021-12-31
7785,Ovintiv Canada ULC,Active,OVV SATURN 09-27-079-17 001,CD,02-May-20,QOGI,18267-7785,7785-2-2020,Internal,2,3,3,82,12,2.777777778,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-8286-200502-1302,7785-OVV-8286-200502-1302-Dehy--Connector--5/9/2020,NO,NO,,Dehy,,Connector,,NGas,,QOGI,7.2,89.4,63072,89.4,,YES,Other,Measurement was completed.,09-May-20,7,NO,STest,Tighten,,,,NO,
7785,Ovintiv Canada ULC,Active,OVV SATURN 09-27-079-17 001,CD,02-May-20,QOGI,18267-7785,7785-2-2020,Internal,2,3,3,82,12,2.777777778,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-8286-200502-1316,7785-OVV-8286-200502-1316-Other-Piping-Connector--5/9/2020,NO,YES,YES,Other,Piping,Connector,,NGas,,QOGI,7.2,89.4,63072,89.4,,YES,Other,Measurement was completed.,09-May-20,7,NO,STest,Replace,,,,NO,
7785,Ovintiv Canada ULC,Active,OVV SATURN 09-27-079-17 001,CD,02-May-20,QOGI,18267-7785,7785-2-2020,Internal,2,3,3,82,12,2.777777778,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-8286-200502-1323,7785-OVV-8286-200502-1323-Other-Piping-Connector--5/10/2020,NO,YES,YES,Other,Piping,Connector,,NGas,,QOGI,7.2,89.4,63072,89.4,,YES,Other,Measurement was completed.,10-May-20,8,NO,STest,Tighten,,,,NO,
7785,Ovintiv Canada ULC,Active,OVV SATURN 09-27-079-17 001,CD,18-Oct-20,QOGI,20744-7785,7785-3-2020,Internal,3,3,3,169,-15,1.388888889,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00758,7785-OVV-00758-MStation--Meter--10/29/2020,NO,YES,YES,MStation,,Meter,,NGas,,QOGI,7.2,89.4,63072,89.4,,YES,Other,Measurement was completed.,29-Oct-20,11,NO,STest,RGrease,,,,NO,
7837,Ovintiv Canada ULC,Active,OVV MAXHAMISHLAKE C-093-L/094-O-02 001,CS,24-Jul-20,QOGI,19739-7837,7837-1-2020,Internal,1,3,3,,18,1.666666667,Clear,FLIR,NO,GF320/GFx320,NO,YES,366,YES,OVV-00507,7837-OVV-00507-Other-Piping-PRV/PSV--7/26/2020,NO,YES,YES,Other,Piping,PRV/PSV,,NGas,,QOGI,7.2,89.4,63072,89.4,,YES,Other,Measurement was completed.,26-Jul-20,2,NO,STest,Replace,,,,NO,
7936,Tourmaline Oil Corp.,Active,TOURMALINE DOE 13-25-080-16 001,GP,26-Mar-20,QOGI,K88WZQWAKRM,7936-1-2020,TParty,1,3,3,,5,6.94,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,1456,7936-1456-Tankage--THatch--10/12/2020,NO,NO,YES,Tankage,,THatch,,LLiquid,,QOGI,7.2,89.4,63072,89.4,,YES,,,12-Oct-20,200,NO,STest,Other,Started VRU - Repaired by Dorman,,,NO,
18051,Ovintiv Canada ULC,Active,OVV SUNRISE 04-26-078-17 001,GP,24-Oct-20,QOGI,20789-18051,18051-3-2020,Internal,3,3,3,155,-8,2.222222222,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-02002,18051-OVV-02002-Refrig--Connector--,NO,NO,,Refrig,,Connector,,NGas,,QOGI,7.2,89.4,63072,89.4,,NO,Other,Measurement was completed.,,,NO,,,,NTSIF,,YES,2021-11-02
18051,Ovintiv Canada ULC,Active,OVV SUNRISE 04-26-078-17 001,GP,24-Oct-20,QOGI,20789-18051,18051-3-2020,Internal,3,3,3,155,-8,2.222222222,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-02006,18051-OVV-02006-Other-Piping-Valve--,YES,NO,,Other,Piping,Valve,,NGas,,QOGI,7.2,89.4,63072,89.4,,NO,Other,Measurement was completed.,,,NO,,,,NTSIF,,YES,2021-11-02
18051,Ovintiv Canada ULC,Active,OVV SUNRISE 04-26-078-17 001,GP,24-Oct-20,QOGI,20789-18051,18051-3-2020,Internal,3,3,3,155,-8,2.222222222,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-02008,18051-OVV-02008-Other-Piping-Valve--2/7/2021,NO,NO,,Other,Piping,Valve,,NGas,,QOGI,7.2,89.4,63072,89.4,,YES,Other,Measurement was completed.,07-Feb-21,106,NO,STest,Tighten,,NTSIF,,YES,2021-04-03
18136,Ovintiv Canada ULC,Active,OVV TOWER LAKE 03-07-081-17 001,GP,04-Mar-20,QOGI,17634-18136,18136-1-2020,Internal,1,3,3,,1,9.722222222,Clear,FLIR,NO,GF320/GFx320,YES,YES,366,YES,OVV-27630-200304-1555,18136-OVV-27630-200304-1555-Tankage--THatch--11/1/2020,NO,NO,,Tankage,,THatch,,NGas,,QOGI,7.2,89.4,63072,89.4,,YES,Other,Measurement was completed.,01-Nov-20,242,NO,OGI,Clean,,WFSE,,YES,2020-05-01
18136,Ovintiv Canada ULC,Active,OVV TOWER LAKE 03-07-081-17 001,GP,04-Mar-20,QOGI,17634-18136,18136-1-2020,Internal,1,3,3,,1,9.722222222,Clear,FLIR,NO,GF320/GFx320,YES,YES,366,YES,OVV-27630-200304-1558,18136-OVV-27630-200304-1558-Tankage--THatch--11/1/2020,NO,NO,,Tankage,,THatch,,NGas,,QOGI,7.2,89.4,63072,89.4,,YES,Other,Measurement was completed.,01-Nov-20,242,NO,OGI,Clean,,WFSE,,YES,2020-05-01
18136,Ovintiv Canada ULC,Active,OVV TOWER LAKE 03-07-081-17 001,GP,04-May-20,QOGI,18343-18136,18136-2-2020,Internal,2,3,3,61,6,7.222222222,LRain,FLIR,NO,GF320/GFx320,YES,YES,366,YES,OVV-27630-200505-1306,18136-OVV-27630-200505-1306-Refrig--Other-Exchangers-,NO,NO,,Refrig,,Other,Exchangers,Propane,,QOGI,7.2,89.4,63072,89.4,,NO,Other,Measurement was completed.,,,NO,,,,NTSIF,,YES,2021-07-09
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,11-Jun-20,QOGI,18873-18260,18260-2-2020,Internal,2,3,3,74,15,3.611111111,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00634,18260-OVV-00634-Refrig--Other-Propane Chiller-6/18/2020,NO,NO,,Refrig,,Other,Propane Chiller,NGas,,QOGI,7.2,89.4,63072,89.4,,YES,Other,Measurement was completed.,18-Jun-20,7,NO,STest,Replace,,,,NO,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,15-Jul-20,OGI,MEG-3411594827942,932-1-2020,TParty,1,3,3,,16,2.8,Clear,FLIR,NO,GF320/GFx320,NO,YES,316,YES,34110250,932-34110250-Other-Process Building-Connector--9/24/2020,NO,NO,,Other,Process Building,Connector,,NGas,,HFSampler,6.945,86.23375,60838.2,86.23375,,YES,Other,It was measured,24-Sep-20,71,NO,STest,Tighten,,,,,
18074,Crew Energy Inc.,Active,CREW WILDER 10-14-082-20 001,GP,26-Jan-20,OGI,3.30724E+18,18074-1-2020,TParty,1,3,3,,-7,2.5,Clear,FLIR,NO,GF320/GFx320,YES,NO,365,YES,202693,18074-202693-Tankage--Connector--3/19/2020,NO,NO,NO,Tankage,,Connector,,Propane,,HFSampler,6.85,85.05416667,60006,85.05416667,,YES,Other,Measured,19-Mar-20,53,NO,OGI,Tighten,,Other,Repaired,NO,
26946,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP MCMAHON 15-25-082-18 002,GP,16-Jun-20,OGI,MEG-3311592319338,26946-1-2020,TParty,1,3,3,,9,3.1,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33110534,26946-33110534-Comp--Connector--9/9/2020,NO,NO,NO,Comp,,Connector,,Propane,,HFSampler,6.755,83.87458333,59173.8,83.87458333,,YES,,,09-Sep-20,85,NO,STest,Tighten,,NTSIF,,,
3804,ARC Resources Ltd.,Active,ARCRES PARKLAND 08-13-081-17 001,CD,16-Oct-20,OGI,3.30724E+18,3804-3-2020,TParty,3,3,3,120,-2,3.6,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,365,YES,3634950,3804-3634950-Tankage--THatch--11/4/2020,NO,NO,NO,Tankage,,THatch,,NGas,,QOGI,6.6,81.95,57816,81.95,,YES,Other,Measured,04-Nov-20,19,NO,STest,Other,Close Thief Hatch,Other,Repaired,NO,
7136,Sanling Energy Ltd.,Active,SLE NOEL A-097-G/093-P-01 001,CS,08-Nov-20,QOGI,201040,7136-1-2020,TParty,1,1,3,,-7,1.39,Clear,FLIR,YES,GF320/GFx320,NO,YES,365,YES,580,7136-580-Comp--Connector--12/28/2020,NO,YES,NO,Comp,,Connector,,FGas,,QOGI,6.6,81.95,57816,81.95,,YES,Other,Leak was measured.,28-Dec-20,50,NO,STest,Tighten,,,,,
7334,Veresen Midstream General Partner Inc.,Active,VMGPI KELLY B-100-B/093-P-08 001,CD,14-May-20,QOGI,18450,7334-1-2020,Internal,1,2,3,,2,2.777777778,Clear,FLIR,YES,GF320/GFx320,NO,YES,366,YES,VM-8273-200514-1146,7334-VM-8273-200514-1146-Heater/Boiler--Connector--5/14/2020,NO,NO,,Heater/Boiler,,Connector,,NGas,,QOGI,6.6,81.95,57816,81.95,,YES,Other,Measurement was completed.,14-May-20,0,YES,OGI,Tighten,,,,NO,
7665,Veresen Midstream General Partner Inc.,Active,VMGPI SWAN LAKE 09-15-077-15 001,CD,20-May-20,QOGI,18508,7665-2-2020,Internal,2,3,3,71,16,1.388888889,Clear,FLIR,YES,GF320/GFx320,YES,NO,366,YES,VM-8279-200520-1141,7665-VM-8279-200520-1141-Other-Piping-PDevice--5/20/2020,NO,NO,,Other,Piping,PDevice,,NGas,,QOGI,6.6,81.95,57816,81.95,,YES,Other,Measurement was completed.,20-May-20,0,YES,OGI,Tighten,,,,NO,
7690,Veresen Midstream General Partner Inc.,Active,VMGPI SWANLAKE A-005-G/093-P-09 003,CS,08-May-20,QOGI,18357,7690-1-2020,Internal,1,2,3,,9,1.388888889,Clear,FLIR,YES,GF320/GFx320,YES,NO,366,YES,VM-8278-200508-1234,7690-VM-8278-200508-1234-Heater/Boiler--PRV/PSV--9/3/2020,NO,YES,YES,Heater/Boiler,,PRV/PSV,,NGas,,QOGI,6.6,81.95,57816,81.95,,YES,Other,Measurement was completed.,03-Sep-20,118,NO,STest,Replace,,,,NO,
7791,Tourmaline Oil Corp.,Active,TOURMALINE SUNRISE 15-34-079-17 004,CD,10-Jun-20,QOGI,KB9JOHEGS9Z,7791-2-2020,TParty,2,3,3,70,27,2.78,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,366,YES,132,7791-132-Tankage--Connector--7/21/2020,NO,NO,YES,Tankage,,Connector,,NGas,,QOGI,6.6,81.95,57816,81.95,,YES,,,21-Jul-20,41,NO,STest,RBuild,,NTSIF,Required shut down isolation. tank top repair.,NO,
8639,Veresen Midstream General Partner Inc.,Active,VMGPI SWANLAKE 09-15-077-15 002,SM,20-May-20,QOGI,18508,8639-2-2020,Internal,2,3,,71,16,1.388888889,Clear,FLIR,YES,GF320/GFx320,YES,NO,366,YES,VM-8279-200520-1141,8639-VM-8279-200520-1141-Other-Piping-PDevice--5/20/2020,NO,NO,,Other,Piping,PDevice,,NGas,,QOGI,6.6,81.95,57816,81.95,,YES,Other,Measurement was completed.,20-May-20,0,YES,OGI,Tighten,,,,NO,
18051,Ovintiv Canada ULC,Active,OVV SUNRISE 04-26-078-17 001,GP,22-May-20,QOGI,18520-18051,18051-2-2020,Internal,2,3,3,65,6,6.944444444,LRain,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00972,18051-OVV-00972-Refrig--Connector--,NO,NO,,Refrig,,Connector,,NGas,,QOGI,6.6,81.95,57816,81.95,,NO,Other,Measurement was completed.,,,NO,,,,NTSIF,,YES,2021-07-09
18136,Ovintiv Canada ULC,Active,OVV TOWER LAKE 03-07-081-17 001,GP,04-May-20,QOGI,18343-18136,18136-2-2020,Internal,2,3,3,61,6,7.222222222,LRain,FLIR,NO,GF320/GFx320,YES,YES,366,YES,OVV-27630-200505-1114,18136-OVV-27630-200505-1114-Other-Piping-Connector--5/4/2020,NO,NO,,Other,Piping,Connector,,NGas,,QOGI,6.6,81.95,57816,81.95,,YES,Other,Measurement was completed.,04-May-20,0,YES,OGI,Tighten,,,,NO,
2436,NorthRiver Midstream Inc.,Active,NorthRiver HIGHWAY B-036-I/094-B-16 002,GP,16-Apr-20,OGI,MEG-3311587051561,2436-1-2020,TParty,1,3,3,,6,3.3,Clear,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33110266,2436-33110266-Comp--Connector--10/28/2021,NO,NO,NO,Comp,,Connector,,Propane,,HFSampler,6.575,81.63958333,57597,81.63958333,,YES,,,28-Oct-21,560,NO,Method21,Tighten,,NTSIF,,,
7727,Shell Canada Limited,Active,SHELL GROUNDBIRCH 04-15-080-19 003,GP,19-Mar-20,OGI,3.30724E+18,7727-1-2020,TParty,1,4,3,,-12,4.5,Clear,FLIR,NO,GF320/GFx320,YES,YES,365,YES,202018,7727-202018-MStation--Meter--5/6/2020,NO,NO,NO,MStation,,Meter,,FGas,,HFSampler,6.5,80.70833333,56940,80.70833333,,YES,Other,Measured,06-May-20,48,NO,OGI,Adjust,,Other,Repaired,NO,
26946,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP MCMAHON 15-25-082-18 002,GP,16-Jun-20,OGI,MEG-3311592319338,26946-1-2020,TParty,1,3,3,,9,3.1,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33110525,26946-33110525-Comp--Connector--9/16/2020,NO,NO,NO,Comp,,Connector,,Propane,,HFSampler,6.493,80.62141667,56878.68,80.62141667,,YES,,,16-Sep-20,92,NO,STest,Tighten,,NTSIF,,,
26946,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP MCMAHON 15-25-082-18 002,GP,16-Jun-20,OGI,MEG-3311592319338,26946-1-2020,TParty,1,3,3,,9,3.1,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33110478,26946-33110478-Comp--Connector--9/21/2020,NO,NO,NO,Comp,,Connector,,Propane,,HFSampler,6.46,80.21166667,56589.6,80.21166667,,YES,,,21-Sep-20,97,NO,STest,Replace,,NTSIF,,,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,15-Jul-20,OGI,MEG-3411594827942,932-1-2020,TParty,1,3,3,,16,2.8,Clear,FLIR,NO,GF320/GFx320,NO,YES,316,YES,34110279,932-34110279-Seperator--PRV/PSV--9/24/2020,NO,NO,,Seperator,,PRV/PSV,,NGas,,HFSampler,6.451,80.09991667,56510.76,80.09991667,,YES,Other,It was measured,24-Sep-20,71,NO,STest,Tighten,,,,,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,15-Jul-20,OGI,MEG-3411594827942,932-1-2020,TParty,1,3,3,,16,2.8,Clear,FLIR,NO,GF320/GFx320,NO,YES,316,YES,34110181,932-34110181-Refrig--Connector--9/24/2020,NO,NO,,Refrig,,Connector,,Propane,,HFSampler,6.446,80.03783333,56466.96,80.03783333,,YES,Other,It was measured,24-Sep-20,71,NO,STest,Tighten,,,,,
8508,ARC Resources Ltd.,Active,ARCRES DAWSONCREEK 01-34-079-14 001,CS,08-Feb-20,OGI,3.30724E+18,8508-1-2020,TParty,1,3,3,,-8,5.28,Clear,FLIR,NO,GF320/GFx320,NO,NO,365,YES,205866,8508-205866-Comp--Other-Unit #4 - Packing vent gas going through seal pot drain and venting from used lube oil tank vent rather than ginger through vacuum pump and to flare.-5/16/2020,NO,NO,NO,Comp,,Other,Unit #4 - Packing vent gas going through seal pot drain and venting from used lube oil tank vent rather than ginger through vacuum pump and to flare.,NGas,,HFSampler,6.3,78.225,55188,78.225,,YES,Other,Measured,16-May-20,98,NO,OGI,Adjust,,Other,Repaired,NO,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,15-Jul-20,OGI,MEG-3411594827942,932-1-2020,TParty,1,3,3,,16,2.8,Clear,FLIR,NO,GF320/GFx320,NO,YES,316,YES,34110240,932-34110240-Other-Process Building-Connector--9/24/2020,NO,NO,,Other,Process Building,Connector,,Propane,,HFSampler,6.292,78.12566667,55117.92,78.12566667,,YES,Other,It was measured,24-Sep-20,71,NO,STest,RGrease,,,,,
26946,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP MCMAHON 15-25-082-18 002,GP,16-Jun-20,OGI,MEG-3311592319338,26946-1-2020,TParty,1,3,3,,9,3.1,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33110547,26946-33110547-Comp--Connector--9/21/2020,NO,NO,NO,Comp,,Connector,,Butane,,HFSampler,6.284,78.02633333,55047.84,78.02633333,,YES,,,21-Sep-20,97,NO,STest,Tighten,,NTSIF,,,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,22-Oct-20,OGI,MEG-3741603379402,932-2-2020,TParty,2,3,3,99,-7,1.7,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410088,932-37410088-Other-Process Building-Other-Body Seal of Heat Exchanger-,NO,NO,,Other,Process Building,Other,Body Seal of Heat Exchanger,Propane,,HFSampler,6.245,77.54208333,54706.2,77.54208333,,NO,Other,It was measured,,,NO,,,,NTSIF,,YES,2025-09-30
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,15-Jul-20,OGI,MEG-3411594827942,932-1-2020,TParty,1,3,3,,16,2.8,Clear,FLIR,NO,GF320/GFx320,NO,YES,316,YES,34110171,932-34110171-Other-Process Building-Connector--9/24/2020,NO,NO,,Other,Process Building,Connector,,NGas,,HFSampler,6.226,77.30616667,54539.76,77.30616667,,YES,Other,It was measured,24-Sep-20,71,NO,STest,Tighten,,,,,
7334,Veresen Midstream General Partner Inc.,Active,VMGPI KELLY B-100-B/093-P-08 001,CD,14-May-20,QOGI,18450,7334-1-2020,Internal,1,2,3,,2,2.777777778,Clear,FLIR,YES,GF320/GFx320,NO,YES,366,YES,VM-8273-200514-1100,7334-VM-8273-200514-1100-Comp--Valve--5/27/2020,NO,YES,YES,Comp,,Valve,,NGas,,QOGI,6,74.5,52560,74.5,,YES,Other,Measurement was completed.,27-May-20,13,NO,STest,Replace,,,,NO,
7600,Veresen Midstream General Partner Inc.,Active,VMGPI SWAN LAKE D-033-I/093-P-08 001,CS,21-May-20,QOGI,18506,7600-2-2020,Internal,2,3,3,72,5,6.388888889,LRain,FLIR,NO,GF320/GFx320,YES,NO,366,YES,VM-8280-200521-1043,7600-VM-8280-200521-1043-Heater/Boiler--PRV/PSV--8/12/2020,NO,YES,YES,Heater/Boiler,,PRV/PSV,,NGas,,QOGI,6,74.5,52560,74.5,,YES,Other,Measurement was completed.,12-Aug-20,83,NO,STest,Tighten,,WFSE,,YES,2020-06-14
7600,Veresen Midstream General Partner Inc.,Active,VMGPI SWAN LAKE D-033-I/093-P-08 001,CS,10-Sep-20,QOGI,20341,7600-3-2020,Internal,3,3,3,112,20,3.055555556,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,VM-00703,7600-VM-00703-Other-Piping-PDevice--9/20/2020,NO,YES,YES,Other,Piping,PDevice,,NGas,,QOGI,6,74.5,52560,74.5,,NO,Other,Measurement was completed.,20-Sep-20,10,NO,STest,Clean,,WFSE,,NO,
7785,Ovintiv Canada ULC,Active,OVV SATURN 09-27-079-17 001,CD,02-May-20,QOGI,18267-7785,7785-2-2020,Internal,2,3,3,82,12,2.777777778,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-8286-200502-1245,7785-OVV-8286-200502-1245-Other-Piping-Connector--5/5/2020,NO,YES,YES,Other,Piping,Connector,,NGas,,QOGI,6,74.5,52560,74.5,,YES,Other,Measurement was completed.,05-May-20,3,NO,STest,Tighten,,,,NO,
7785,Ovintiv Canada ULC,Active,OVV SATURN 09-27-079-17 001,CD,02-May-20,QOGI,18267-7785,7785-2-2020,Internal,2,3,3,82,12,2.777777778,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-8286-200502-1355,7785-OVV-8286-200502-1355-MStation--Meter--5/10/2020,NO,YES,YES,MStation,,Meter,,NGas,,QOGI,6,74.5,52560,74.5,,YES,Other,Measurement was completed.,10-May-20,8,NO,STest,RGrease,,,,NO,
7785,Ovintiv Canada ULC,Active,OVV SATURN 09-27-079-17 001,CD,02-May-20,QOGI,18267-7785,7785-2-2020,Internal,2,3,3,82,12,2.777777778,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-8286-200503-1015,7785-OVV-8286-200503-1015-Other-Piping-Connector--5/5/2020,NO,YES,YES,Other,Piping,Connector,,NGas,,QOGI,6,74.5,52560,74.5,,YES,Other,Measurement was completed.,05-May-20,3,NO,STest,Tighten,,,,NO,
7785,Ovintiv Canada ULC,Active,OVV SATURN 09-27-079-17 001,CD,02-May-20,QOGI,18267-7785,7785-2-2020,Internal,2,3,3,82,12,2.777777778,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-8286-200503-1042,7785-OVV-8286-200503-1042-Other-Piping-PRV/PSV--5/6/2020,NO,YES,YES,Other,Piping,PRV/PSV,,NGas,,QOGI,6,74.5,52560,74.5,,YES,Other,Measurement was completed.,06-May-20,4,NO,STest,Adjust,,,,NO,
7785,Ovintiv Canada ULC,Active,OVV SATURN 09-27-079-17 001,CD,02-May-20,QOGI,18267-7785,7785-2-2020,Internal,2,3,3,82,12,2.777777778,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-8286-200503-1427,7785-OVV-8286-200503-1427-Comp--Connector--5/2/2020,YES,YES,YES,Comp,,Connector,,NGas,,QOGI,6,74.5,52560,74.5,,YES,Other,Measurement was completed.,02-May-20,0,YES,OGI,Tighten,,,,NO,
18051,Ovintiv Canada ULC,Active,OVV SUNRISE 04-26-078-17 001,GP,22-May-20,QOGI,18520-18051,18051-2-2020,Internal,2,3,3,65,6,6.944444444,LRain,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00727,18051-OVV-00727-Refrig--Connector--3/16/2021,NO,NO,,Refrig,,Connector,,Propane,,QOGI,6,74.5,52560,74.5,,YES,Other,Measurement was completed.,16-Mar-21,298,NO,STest,Tighten,,NTSIF,,YES,2021-07-09
18051,Ovintiv Canada ULC,Active,OVV SUNRISE 04-26-078-17 001,GP,22-May-20,QOGI,18520-18051,18051-2-2020,Internal,2,3,3,65,6,6.944444444,LRain,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00728,18051-OVV-00728-Refrig--Connector--3/16/2021,NO,NO,,Refrig,,Connector,,Propane,,QOGI,6,74.5,52560,74.5,,YES,Other,Measurement was completed.,16-Mar-21,298,NO,STest,Tighten,,NTSIF,,YES,2021-07-09
18051,Ovintiv Canada ULC,Active,OVV SUNRISE 04-26-078-17 001,GP,22-May-20,QOGI,18520-18051,18051-2-2020,Internal,2,3,3,65,6,6.944444444,LRain,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00736,18051-OVV-00736-Refrig--Connector--6/30/2020,NO,NO,,Refrig,,Connector,,Propane,,QOGI,6,74.5,52560,74.5,,YES,Other,Measurement was completed.,30-Jun-20,39,NO,STest,Tighten,,NTSIF,,YES,2021-07-09
18051,Ovintiv Canada ULC,Active,OVV SUNRISE 04-26-078-17 001,GP,24-Oct-20,QOGI,20789-18051,18051-3-2020,Internal,3,3,3,155,-8,2.222222222,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-02011,18051-OVV-02011-Refrig--Valve--3/30/2021,NO,YES,YES,Refrig,,Valve,,Propane,,QOGI,6,74.5,52560,74.5,,YES,Other,Measurement was completed.,30-Mar-21,157,NO,STest,Replace,,NTSIF,,YES,2021-11-02
18051,Ovintiv Canada ULC,Active,OVV SUNRISE 04-26-078-17 001,GP,24-Oct-20,QOGI,20789-18051,18051-3-2020,Internal,3,3,3,155,-8,2.222222222,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-02097,18051-OVV-02097-Other-Piping-Valve--3/15/2021,NO,NO,,Other,Piping,Valve,,Propane,,QOGI,6,74.5,52560,74.5,,YES,Other,Measurement was completed.,15-Mar-21,142,NO,STest,Replace,,NTSIF,,YES,2021-03-03
