FACILITYID,FACILITYNAME,FACILITYTYPE_CODE,FROMWANUM,FROMFACILITYID,CANCELDATE,REMOVALDATE,SUSPENDEDDATE,EFFECTIVEDATE,TERMINATIONDATE,LINKAGEPRODUCT,LINKAGETYPE
709,PROGRESS BLUEBERRY D-087-D/094-A-13 003,CD,12675,NULL,NULL,NULL,NULL,1-Jul-14,NULL,Gas,PP
709,PROGRESS BLUEBERRY D-087-D/094-A-13 003,CD,7925,NULL,NULL,NULL,NULL,1-Jul-14,NULL,Gas,PP
709,PROGRESS BLUEBERRY D-087-D/094-A-13 003,CD,8221,NULL,NULL,NULL,NULL,1-Jul-14,NULL,Gas,PP
709,PROGRESS BLUEBERRY D-087-D/094-A-13 003,CD,70,NULL,NULL,NULL,NULL,1-Jul-14,NULL,Gas,PP
1513,CNRL DRAKE B-074-E/094-H-01 001,CD,17111,NULL,NULL,NULL,NULL,1-Apr-04,1-May-04,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,5148,NULL,NULL,NULL,3-Oct-12,1-Jun-94,1-Nov-12,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,5148,NULL,NULL,NULL,3-Oct-12,1-Nov-12,NULL,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,6848,NULL,NULL,NULL,3-Oct-12,1-Apr-89,1-Nov-12,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,6848,NULL,NULL,NULL,3-Oct-12,1-Nov-12,NULL,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,6890,NULL,NULL,NULL,3-Oct-12,1-Apr-89,1-Nov-12,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,6948,NULL,NULL,NULL,3-Oct-12,1-Mar-90,1-Nov-12,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,6948,NULL,NULL,NULL,3-Oct-12,1-Nov-12,NULL,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,6948,NULL,NULL,NULL,3-Oct-12,1-May-99,1-Jul-99,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,7072,NULL,NULL,NULL,3-Oct-12,1-Sep-92,NULL,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,7204,NULL,NULL,NULL,3-Oct-12,1-Jan-97,1-Nov-12,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,7742,NULL,NULL,NULL,3-Oct-12,1-Nov-92,1-Dec-95,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,9924,NULL,NULL,NULL,3-Oct-12,1-Dec-96,NULL,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,13030,NULL,NULL,NULL,3-Oct-12,1-Mar-03,1-Nov-12,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,13030,NULL,NULL,NULL,3-Oct-12,1-Oct-00,1-Nov-12,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,13030,NULL,NULL,NULL,3-Oct-12,1-Nov-12,NULL,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,13475,NULL,NULL,NULL,3-Oct-12,1-Aug-02,1-Nov-12,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,13475,NULL,NULL,NULL,3-Oct-12,1-Nov-12,NULL,Gas,PP
1513,CNRL DRAKE B-074-E/094-H-01 001,CD,17111,NULL,NULL,NULL,NULL,1-Apr-04,1-May-04,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,21070,NULL,NULL,NULL,3-Oct-12,1-Jul-06,1-Jul-06,Gas,PP
465,CANLIN BOUNDARYLAKE 11-24-084-15 001,GP,25241,NULL,NULL,NULL,3-Oct-12,NULL,1-Nov-10,Gas,PP
8,PROGRESS STODDART 06-29-085-19 001,B,4559,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Oil,PP
8,PROGRESS STODDART 06-29-085-19 001,B,4559,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Gas,PP
8,PROGRESS STODDART 06-29-085-19 001,B,4934,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Gas,PP
8,PROGRESS STODDART 06-29-085-19 001,B,4934,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Oil,PP
8,PROGRESS STODDART 06-29-085-19 001,B,5422,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Oil,PP
8,PROGRESS STODDART 06-29-085-19 001,B,5422,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Gas,PP
229,CNRL DAHL C-089-H/094-H-07 001,CD,3906,NULL,NULL,1-Feb-94,NULL,1-Apr-89,1-Feb-94,Gas,PP
231,CNRL SIPHON 10-12-087-16 002,CD,2446,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Gas,PP
4343,DEVON MUSKRAT 08-14-087-18 002,B,13048,NULL,NULL,30-Sep-00,NULL,1-Aug-00,1-Sep-00,Oil,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,8615,NULL,NULL,NULL,NULL,1-May-94,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,8690,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,8902,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,8903,NULL,NULL,NULL,NULL,1-Apr-97,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,8903,NULL,NULL,NULL,NULL,1-Apr-97,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,8918,NULL,NULL,NULL,NULL,1-Feb-98,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,8918,NULL,NULL,NULL,NULL,1-Feb-98,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,8919,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,9113,NULL,NULL,NULL,NULL,1-Mar-07,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,9113,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,9633,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,9634,NULL,NULL,NULL,NULL,1-Apr-96,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,10501,NULL,NULL,NULL,NULL,1-Mar-98,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,11245,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,12343,NULL,NULL,NULL,NULL,1-Mar-00,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,12439,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,12440,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,12909,NULL,NULL,NULL,NULL,1-Apr-00,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,12661,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,12666,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
291,RBR SILVER C-094-K/094-H-06 002,CD,12910,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
1513,CNRL DRAKE B-074-E/094-H-01 001,CD,8020,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
1513,CNRL DRAKE B-074-E/094-H-01 001,CD,8102,NULL,NULL,NULL,NULL,1-Apr-98,NULL,Gas,PP
142,PROGRESS BLUEBERRY C-029-K/094-A-12 004,B2,29868,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
142,PROGRESS BLUEBERRY C-029-K/094-A-12 004,B2,NULL,18065,NULL,NULL,NULL,1-Aug-14,NULL,Gas,PP
142,PROGRESS BLUEBERRY C-029-K/094-A-12 004,B2,NULL,18064,NULL,NULL,NULL,1-Aug-14,NULL,Gas,PP
965,CNRL INGA 12-36-085-24 001,B,7748,NULL,NULL,22-Jan-18,NULL,1-Jul-94,1-Jan-18,Oil,PP
142,PROGRESS BLUEBERRY C-029-K/094-A-12 004,B2,NULL,18020,NULL,NULL,NULL,1-Jul-14,NULL,Gas,PP
1351,CNRL INGA A-057-B/094-A-13 002,B,8260,NULL,NULL,17-Jan-18,NULL,1-Nov-93,1-Jan-18,Oil,PP
1586,CNRL INGA D-052-C/094-A-13 001,B,8531,NULL,NULL,17-Jan-18,NULL,1-Aug-94,1-Jan-18,Oil,PP
3920,CNRL INGA D-070-B/094-A-13 001,B,11971,NULL,NULL,17-Jan-18,NULL,1-Jan-00,1-Jan-18,Oil,PP
33,CNRL INGA 06-29-084-23 001,B,5792,NULL,NULL,22-Jan-18,NULL,1-Apr-89,1-Jan-18,Oil,PP
4425,SEC CABIN A-052-J/094-P-04 001,CD,19173,NULL,NULL,NULL,NULL,NULL,1-Aug-17,Gas,PP
13,CNRL INGA 06-19-088-23 005,B2,NULL,14,NULL,NULL,NULL,1-Apr-89,1-Jan-18,Oil,TP
1513,CNRL DRAKE B-074-E/094-H-01 001,CD,8103,NULL,NULL,NULL,NULL,1-Apr-98,1-Sep-05,Gas,PP
2436,SEMC HIGHWAY B-036-I/094-B-16 002,GP,NULL,17858,NULL,NULL,NULL,1-Jan-15,NULL,Gas,PP
1932,CNRL WEASEL D-100-J/094-A-15 001,B,9241,NULL,NULL,NULL,NULL,1-Mar-95,NULL,Oil,PP
1931,CNRL WEASEL B-008-B/094-H-02 001,B,9273,NULL,NULL,NULL,NULL,1-Mar-95,NULL,Oil,PP
1936,CNRL NIGCREEKNORTH A-083-I/094-H-04 003,SB,9194,NULL,NULL,NULL,NULL,1-Mar-95,1-Apr-97,Gas,PP
1936,CNRL NIGCREEKNORTH A-083-I/094-H-04 003,SB,9196,NULL,NULL,NULL,NULL,1-Mar-95,1-Apr-97,Gas,PP
965,CNRL INGA 12-36-085-24 001,B,7748,NULL,NULL,22-Jan-18,NULL,1-Dec-91,1-Jan-18,Gas,PP
1689,CNRL WEASEL A-098-J/094-A-15 001,B,8583,NULL,NULL,NULL,NULL,1-Apr-95,NULL,Oil,PP
1939,CNRL BEAVERTAIL B-078-A/094-A-15 001,B,9330,NULL,NULL,1-Sep-95,NULL,1-Mar-95,1-Sep-95,Oil,PP
51,CNRL JEDNEY A-062-E/094-G-08 001,CD,29498,NULL,NULL,NULL,NULL,1-Apr-14,NULL,Gas,PP
2333,1333002 ALBERTA RIGEL D-036-C/094-A-15 001,CD,9947,NULL,NULL,1-Dec-01,NULL,1-Sep-96,1-Dec-01,Gas,PP
2434,CNRL BIRLEYCREEK B-099-G/094-H-03 002,CD,7997,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
2434,CNRL BIRLEYCREEK B-099-G/094-H-03 002,CD,7251,NULL,NULL,NULL,NULL,1-Apr-97,NULL,Gas,PP
2434,CNRL BIRLEYCREEK B-099-G/094-H-03 002,CD,7251,NULL,NULL,NULL,NULL,1-Apr-97,NULL,Gas,PP
2434,CNRL BIRLEYCREEK B-099-G/094-H-03 002,CD,7997,NULL,NULL,NULL,NULL,1-Mar-97,NULL,Gas,PP
2434,CNRL BIRLEYCREEK B-099-G/094-H-03 002,CD,7997,NULL,NULL,NULL,NULL,1-Apr-03,NULL,Gas,PP
2434,CNRL BIRLEYCREEK B-099-G/094-H-03 002,CD,8336,NULL,NULL,NULL,NULL,1-Mar-97,NULL,Gas,PP
2434,CNRL BIRLEYCREEK B-099-G/094-H-03 002,CD,8336,NULL,NULL,NULL,NULL,1-Mar-97,NULL,Gas,PP
2434,CNRL BIRLEYCREEK B-099-G/094-H-03 002,CD,8392,NULL,NULL,NULL,NULL,1-Mar-97,NULL,Gas,PP
4252,CNRL HALFWAY 09-34-086-25 002,SB,12053,NULL,NULL,NULL,NULL,1-Jun-00,1-Sep-01,Oil,PP
4252,CNRL HALFWAY 09-34-086-25 002,SB,12053,NULL,NULL,NULL,NULL,1-Sep-01,1-Oct-01,Gas,PP
4252,CNRL HALFWAY 09-34-086-25 002,SB,12691,NULL,NULL,NULL,NULL,1-Jun-00,1-Mar-02,Oil,PP
4252,CNRL HALFWAY 09-34-086-25 002,SB,12691,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
767,SHELL GROUNDBIRCH 16-29-078-19 001,B,7430,NULL,NULL,1-Sep-02,NULL,1-Oct-90,1-Aug-02,Oil,PP
1499,SHELL GROUNDBIRCH 07-10-079-19 001,B,8314,NULL,NULL,1-Sep-02,NULL,1-Mar-94,1-Aug-02,Oil,PP
1556,SHELL GROUNDBIRCH 14-32-078-19 001,B,8635,NULL,NULL,1-Sep-02,NULL,1-Jul-94,1-Aug-02,Oil,PP
100,SUNCOR FORTSTJOHN 09-23-083-18 002,B,34,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Oil,PP
100,SUNCOR FORTSTJOHN 09-23-083-18 002,B,214,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Oil,PP
100,SUNCOR FORTSTJOHN 09-23-083-18 002,B,214,NULL,NULL,NULL,NULL,1-Jan-04,NULL,Oil,PP
100,SUNCOR FORTSTJOHN 09-23-083-18 002,B,216,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Oil,PP
100,SUNCOR FORTSTJOHN 09-23-083-18 002,B,225,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Oil,PP
100,SUNCOR FORTSTJOHN 09-23-083-18 002,B,225,NULL,NULL,NULL,NULL,1-Sep-03,NULL,Oil,PP
3410,ISH TOOGA D-057-C/094-P-02 001,B,6286,NULL,NULL,NULL,NULL,1-Jan-99,NULL,Oil,PP
3411,ISH TOOGA D-065-C/094-P-02 001,B,5923,NULL,NULL,NULL,NULL,1-Jan-99,NULL,Oil,PP
2723,CNRL BUICKCREEK A-026-A/094-A-14 002,PG,7472,NULL,NULL,NULL,NULL,1-Jan-99,1-Apr-99,Gas,PP
3447,CNRL BUICKCREEK C-004-A/094-A-14 001,B,11996,NULL,NULL,NULL,NULL,1-Mar-99,NULL,Oil,PP
3324,GSENR MAXHAMISHLAKE D-072-B/094-O-14 001,SB,11222,NULL,NULL,NULL,NULL,1-Mar-99,NULL,Gas,PP
3324,GSENR MAXHAMISHLAKE D-072-B/094-O-14 001,SB,10874,NULL,NULL,NULL,NULL,1-Mar-99,NULL,Gas,PP
2827,CNRL OWL 06-16-086-18 002,SB,6668,NULL,NULL,NULL,NULL,1-Jan-98,NULL,Oil,PP
2827,CNRL OWL 06-16-086-18 002,SB,7101,NULL,NULL,NULL,NULL,1-Jan-98,NULL,Oil,PP
2827,CNRL OWL 06-16-086-18 002,SB,7121,NULL,NULL,NULL,NULL,1-Jan-98,NULL,Oil,PP
2827,CNRL OWL 06-16-086-18 002,SB,7131,NULL,NULL,NULL,NULL,1-Jan-98,NULL,Oil,PP
2827,CNRL OWL 06-16-086-18 002,SB,7131,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
2827,CNRL OWL 06-16-086-18 002,SB,7152,NULL,NULL,NULL,NULL,1-Jan-98,NULL,Oil,PP
2827,CNRL OWL 06-16-086-18 002,SB,10945,NULL,NULL,NULL,NULL,1-Mar-98,NULL,Oil,PP
3459,GSENR MAXHAMISHLAKE C-039-H/094-O-14 001,SB,12714,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3459,GSENR MAXHAMISHLAKE C-039-H/094-O-14 001,SB,12623,NULL,NULL,NULL,NULL,1-Mar-01,NULL,Gas,PP
3459,GSENR MAXHAMISHLAKE C-039-H/094-O-14 001,SB,12624,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3327,GSENR MAXHAMISHLAKE C-051-J/094-O-11 001,SB,11596,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3494,LEUCROTTA DOE 08-36-080-14 001,B,11629,NULL,NULL,NULL,NULL,1-Feb-00,NULL,Gas,PP
3459,GSENR MAXHAMISHLAKE C-039-H/094-O-14 001,SB,12578,NULL,NULL,NULL,NULL,1-Apr-00,NULL,Gas,PP
3459,GSENR MAXHAMISHLAKE C-039-H/094-O-14 001,SB,12943,NULL,NULL,NULL,NULL,1-Apr-00,NULL,Gas,PP
3459,GSENR MAXHAMISHLAKE C-039-H/094-O-14 001,SB,12579,NULL,NULL,NULL,NULL,1-Apr-00,NULL,Gas,PP
1823,CNRL INGA 08-18-088-23 001,B,9037,NULL,NULL,1-Jul-95,NULL,1-Feb-95,1-Jul-95,Oil,PP
1822,ROGCI RIGEL 02-27-088-18 002,B,9127,NULL,NULL,17-Oct-96,NULL,1-Feb-95,1-Oct-96,Oil,PP
1821,PARA (ACL) OAK 01-29-086-17 001,B,8754,NULL,NULL,1-Jul-98,NULL,1-Jan-95,1-Jun-98,Oil,PP
1820,HARVEST HAYRIVER C-088-H/094-I-09 001,B,9193,NULL,NULL,NULL,NULL,1-Feb-95,NULL,Oil,PP
1819,CNRL WEASEL B-010-B/094-H-02 001,B,9242,NULL,NULL,NULL,NULL,1-Feb-95,NULL,Oil,PP
1733,CNRL OSBORN 03-20-088-13 001,CD,8929,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
1733,CNRL OSBORN 03-20-088-13 001,CD,9284,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
1835,ORPHAN STODDART 14-01-086-19 001,B,8410,NULL,NULL,NULL,NULL,1-Jan-95,NULL,Oil,PP
1857,CNRL BUICKCREEK A-098-D/094-A-15 001,B,9145,NULL,NULL,NULL,NULL,1-Feb-95,NULL,Gas,PP
2593,CNRL STODDARTWEST 10-21-087-21 001,B,10290,NULL,NULL,1-Dec-97,NULL,1-Mar-97,1-Nov-97,Oil,PP
2594,KELT LNG STODDARTWEST 08-29-087-21 001,B,10347,NULL,NULL,NULL,NULL,1-Mar-97,1-Jun-97,Oil,PP
2613,KELT LNG STODDARTWEST 03-31-087-21 001,B,10348,NULL,NULL,NULL,NULL,1-Mar-97,1-Jun-97,Oil,PP
2618,CNRL LAPP C-048-C/094-H-10 001,B,10055,NULL,NULL,1-Nov-98,NULL,1-Feb-97,1-Oct-98,Oil,PP
2619,CNRL PEEJAYWEST B-064-G/094-A-15 001,B,10452,NULL,NULL,1-Aug-97,NULL,1-Mar-97,1-Aug-97,Oil,PP
2620,KXL BLUEBERRY 12-19-088-24 002,CD,3808,NULL,NULL,NULL,NULL,1-Apr-97,NULL,Gas,PP
2620,KXL BLUEBERRY 12-19-088-24 002,CD,9865,NULL,NULL,NULL,NULL,1-Apr-97,NULL,Gas,PP
2622,QUATTRO OAK 05-05-087-17 001,CS,9907,NULL,NULL,NULL,NULL,1-Apr-97,NULL,Gas,PP
2628,CNRL STODDARTWEST 16-25-087-22 001,B,10371,NULL,NULL,1-Dec-97,NULL,1-Mar-97,1-Nov-97,Oil,PP
2639,CNRL WILDMINT B-028-A/094-H-02 002,B,10424,NULL,NULL,1-Aug-97,NULL,1-Mar-97,1-Aug-97,Oil,PP
2636,CNRL WEASEL B-009-B/094-H-02 001,B,9582,NULL,NULL,NULL,NULL,1-Mar-97,NULL,Oil,PP
2638,CNRL BEAVERTAIL B-097-A/094-A-15 001,B,10479,NULL,NULL,1-Aug-97,NULL,1-Mar-97,1-Aug-97,Oil,PP
2640,CNRL BUICKCREEK C-033-A/094-A-14 001,B,10073,NULL,NULL,1-May-97,NULL,1-Apr-97,1-May-97,Oil,PP
2643,CNRL BUICKCREEK C-058-I/094-A-11 001,B,10072,NULL,NULL,22-Apr-97,NULL,1-Apr-97,1-Apr-97,Oil,PP
1258,CNRL FLATROCK 12-24-084-17 001,B,8067,NULL,NULL,NULL,NULL,1-Apr-97,NULL,Gas,PP
2645,CNRL BUICKCREEK B-075-I/094-A-11 001,B,10421,NULL,NULL,1-May-97,NULL,1-Apr-97,1-May-97,Oil,PP
2671,PC FIREWEED A-026-D/094-A-14 001,B,10357,NULL,NULL,1-May-02,NULL,1-Jun-97,1-Apr-02,Oil,PP
191,CNRL HELMET C-094-F/094-P-07 001,CD,2517,NULL,NULL,NULL,NULL,1-Apr-89,1-Mar-94,Gas,PP
191,CNRL HELMET C-094-F/094-P-07 001,CD,3712,NULL,NULL,NULL,NULL,1-Apr-89,1-Feb-94,Gas,PP
191,CNRL HELMET C-094-F/094-P-07 001,CD,3712,NULL,NULL,NULL,NULL,1-Apr-00,1-Aug-01,Gas,PP
1362,PENGROWTH RIGEL 10-22-088-18 001,SB,8441,NULL,NULL,NULL,NULL,1-Jan-94,1-Nov-96,Oil,PP
1362,PENGROWTH RIGEL 10-22-088-18 001,SB,8441,NULL,NULL,NULL,NULL,1-Jan-00,NULL,Oil,PP
1362,PENGROWTH RIGEL 10-22-088-18 001,SB,9346,NULL,NULL,NULL,NULL,1-Jan-00,NULL,Oil,PP
1362,PENGROWTH RIGEL 10-22-088-18 001,SB,23130,NULL,NULL,NULL,NULL,1-Oct-07,NULL,Oil,PP
3573,CNRL HALFWAY 05-12-087-25 001,B2,107,NULL,NULL,NULL,NULL,1-Mar-99,NULL,Gas,PP
3573,CNRL HALFWAY 05-12-087-25 001,B2,107,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3573,CNRL HALFWAY 05-12-087-25 001,B2,1986,NULL,NULL,NULL,NULL,1-Dec-99,NULL,Oil,PP
3573,CNRL HALFWAY 05-12-087-25 001,B2,1986,NULL,NULL,NULL,NULL,1-Dec-99,NULL,Oil,PP
3074,DEVON EAGLE 11-23-084-18 003,B,10607,NULL,NULL,1-Jul-98,NULL,1-Mar-98,1-Jun-98,Oil,PP
3075,1333002 ALBERTA REDCREEK 11-10-085-21 002,B,11068,NULL,NULL,1-Aug-98,NULL,1-Feb-98,1-Jul-98,Oil,PP
3077,CHINOOK RIGEL D-021-A/094-A-15 001,B,11135,NULL,NULL,NULL,NULL,1-Mar-98,NULL,Oil,PP
3079,CALPINE BEATTONRIVER B-022-K/094-H-02 001,B,11022,NULL,NULL,1-Jul-98,NULL,1-Mar-98,1-Jun-98,Oil,PP
3080,CALPINE RIGEL 13-27-088-18 001,B,11061,NULL,NULL,1-Mar-99,NULL,1-Mar-98,1-Mar-99,Oil,PP
3081,CALPINE RIGEL 03-14-088-18 001,B,11153,NULL,NULL,1-Jun-98,NULL,1-Mar-98,1-May-98,Oil,PP
3083,CNRL MILLIGANCREEK A-022-F/094-H-02 001,B,4634,NULL,NULL,1-Mar-98,NULL,1-Nov-97,1-Feb-98,Gas,PP
3084,CNRL MILLIGANCREEK D-075-G/094-H-02 001,B,689,NULL,NULL,1-Apr-98,NULL,1-Jan-98,1-Mar-98,Oil,PP
2761,HOC OAK 13-25-086-18 001,B,10389,NULL,NULL,30-Jun-98,NULL,1-Mar-98,1-Jun-98,Gas,PP
3459,GSENR MAXHAMISHLAKE C-039-H/094-O-14 001,SB,12715,NULL,NULL,NULL,NULL,1-Mar-01,NULL,Gas,PP
3345,SLE NOEL A-029-D/093-P-08 001,CS,6845,NULL,NULL,NULL,NULL,1-Nov-98,NULL,Gas,PP
3347,CALPINE RIGEL 15-08-088-18 001,B,11552,NULL,NULL,1-Sep-99,NULL,1-Oct-98,1-Aug-99,Oil,PP
3352,HARVEST BUICKCREEK 04-18-088-18 001,B,11653,NULL,NULL,NULL,NULL,1-Nov-98,NULL,Oil,PP
3351,1333002 ALBERTA STODDARTWEST 02-36-087-22 002,B,11557,NULL,NULL,1-Dec-98,NULL,1-Nov-98,1-Nov-98,Oil,PP
3638,WHITECAP BOUNDARYLAKE 06-25-085-14 004,SB,687,NULL,NULL,NULL,NULL,1-Nov-98,NULL,Oil,PP
3353,HARVEST BUICKCREEK 06-13-088-19 001,B,11650,NULL,NULL,NULL,NULL,1-Nov-98,NULL,Oil,PP
3355,KELT LNG STODDARTWEST 16-21-087-21 001,B,11628,NULL,NULL,NULL,NULL,1-Nov-98,1-Jul-99,Oil,PP
2863,CNRL BUICKCREEK A-075-A/094-A-14 002,SB,10422,NULL,NULL,NULL,NULL,1-Oct-98,NULL,Oil,PP
2863,CNRL BUICKCREEK A-075-A/094-A-14 002,SB,10422,NULL,NULL,NULL,NULL,1-Oct-98,NULL,Oil,PP
3357,PC PARKLAND 06-29-081-15 003,CS,7979,NULL,NULL,1-Nov-99,NULL,1-Mar-97,1-Oct-99,Gas,PP
3566,HARVEST BUICKCREEK 06-24-088-19 001,B,11640,NULL,NULL,NULL,NULL,1-Nov-98,NULL,Oil,PP
3567,HARVEST RIGEL 08-07-088-18 001,B,11627,NULL,NULL,NULL,NULL,1-Nov-98,NULL,Oil,PP
3568,CNRL STODDARTWEST 10-20-087-21 001,B,11556,NULL,NULL,NULL,NULL,1-Nov-98,NULL,Oil,PP
3571,1333002 ALBERTA REDCREEK 13-03-085-21 003,B,11564,NULL,NULL,1-Dec-99,NULL,1-Nov-98,1-Nov-99,Oil,PP
3596,KELT LNG STODDARTWEST 16-21-087-21 002,B,11600,NULL,NULL,NULL,NULL,1-Dec-98,1-Aug-99,Oil,PP
3861,DEVON EAGLEWEST 13-10-085-19 001,B,11373,NULL,NULL,1-Jun-00,NULL,1-Dec-99,1-May-00,Oil,PP
3889,CNRL HELMET C-004-D/094-P-10 002,GD,12820,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3889,CNRL HELMET C-004-D/094-P-10 002,GD,9109,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3889,CNRL HELMET C-004-D/094-P-10 002,GD,12819,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3900,WHITECAP BOUNDARYLAKE 04-33-084-14 001,B,12460,NULL,NULL,NULL,NULL,1-Jan-00,NULL,Oil,PP
3903,PENGROWTH OAK 15-12-086-18 001,B,12487,NULL,NULL,1-Aug-00,NULL,1-Dec-99,1-Jul-00,Oil,PP
2292,SHELL SATURN 14-26-080-19 001,B,9822,NULL,NULL,NULL,NULL,1-Jun-96,1-Jul-02,Oil,PP
2292,SHELL SATURN 14-26-080-19 001,B,9822,NULL,NULL,NULL,NULL,1-Jun-96,NULL,Oil,PP
3073,DEVON EAGLE 11-23-084-18 001,B,10606,NULL,NULL,1-Jul-98,NULL,1-Mar-98,1-Jun-98,Oil,PP
150,WHITECAP BOUNDARYLAKE 16-27-085-14 001,SB,845,NULL,NULL,NULL,NULL,1-Dec-96,NULL,Oil,PP
2448,CNRL ZAREMBA B-061-A/094-H-06 001,B,10234,NULL,NULL,NULL,NULL,1-Feb-97,NULL,Oil,PP
2460,ENERMARK BULRUSHEAST C-019-A/094-H-01 001,B,9868,NULL,NULL,3-Feb-01,NULL,1-Jan-97,1-Feb-01,Oil,PP
2461,1333002 ALBERTA CACHECREEK 04-03-088-22 001,B,10012,NULL,NULL,1-Jan-98,NULL,1-Jan-97,1-Dec-97,Oil,PP
2463,IMP BOUNDARYLAKE 04-34-085-14 001,B,1810,NULL,NULL,NULL,NULL,1-Jan-97,NULL,Oil,PP
2320,HARVEST STODDARTWEST 13-11-087-20 001,B,9876,NULL,NULL,NULL,NULL,1-Aug-96,NULL,Oil,PP
1104,HARVEST GOTE D-037-D/094-P-12 002,CS,3063,NULL,NULL,NULL,NULL,1-Mar-93,NULL,Gas,PP
1109,SAMEDAN PEEJAY B-075-D/094-A-16 002,CS,7980,NULL,NULL,1-Oct-95,NULL,1-Jan-93,1-Apr-93,Gas,PP
